score,title,rating,reviews,neg_total,neg_comm,neg_wait,neg_forgot,address,phone,website,telegram,whatsapp,yandex_url,score_details
9,Автоэлектрик диагностика,5,138,7,2,0,0,"ул. Композиторов, 4",+7 (906) 257-55-81 (звонок специалисту),https://www.drive2.ru/users/autocarelektrik/blog,https://t.me/+79062575044,https://wa.me/89062575581,https://yandex.ru/maps/org/1806293189/,TG+WA +2 | site +1 | revs 138 +2 | comm/wait 2x +4
9,Hybrids,5,240,12,1,0,1,"4-й Предпортовый пр., 1Б",+7 (812) 980-05-43 (Основной); +7 (921) 953-32-37 (Сергей); +7 (953) 370-05-43 (Основной),https://hybrids.ru/,https://t.me/piterhybrids,https://wa.me/79533700543?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/26795655625/,TG+WA +2 | site +1 | revs 240 +2 | comm/wait 1x +2 | forgot 1x +2
9,Гараж 9,5,213,22,1,2,0,"Выборгское ш., 212, корп. 3А",+7 (911) 789-60-60; +7 (952) 215-96-87,https://max.ru/u/f9LHodD0cOIya_HANCyum88rdNwoz5fg0XoYLrjWMfhpJFWDTWibyoxSqJo,https://t.me/+79117896060,,https://yandex.ru/maps/org/219949979424/,site +1 | revs 213 +2 | comm/wait 3x +6
8,Техцентр Щурово,4.5,158,0,0,0,0,"Щуровская ул., 38А, Коломна",+7 (926) 617-43-49 (Мастер Приемщик); +7 (926) 274-29-04 (Запчасти),https://autoway-kolomna.ru/,https://t.me/+79266174349,https://wa.me/+79266174349?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1275922605/,TG+WA +2 | rating 4.5 +3 | site +1 | revs 158 +2
8,Авто 88,4.400000095367432,338,0,0,0,0,"Железнодорожная ул., 24А, стр. 1, Воскресенск",+7 (915) 040-78-81 (Сервис Железнодорожная); +7 (915) 319-91-00 (Магазин Железнодорожная); +7 (499) 430-07-20 (сервис); +7 (916) 747-52-53 (Сервис Совесткая); +7 (926) 567-97-96 (Магазин Советская),http://autona88.ru/,https://t.me/79265679796,https://wa.me/79150407881,https://yandex.ru/maps/org/1512733775/,TG+WA +2 | rating 4.4 +3 | site +1 | revs 338 +2
8,Мобил - Автотех,4.5,125,0,0,0,0,"пр. Станкостроителей, 7, Коломна",+7 (901) 256-44-76,https://tehosmotrkolomna.ru/,https://t.me/+79160866600,https://wa.me/79168105498?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1019533159/,TG+WA +2 | rating 4.5 +3 | site +1 | revs 125 +2
8,Визит-Авто,4.300000190734863,71,0,0,0,0,"ул. Астахова, 2Б, Коломна",+7 (916) 651-08-88; +7 (4966) 18-02-09; +7 (916) 651-09-99,https://vizit-auto.ru/,https://t.me/VizitAuto,https://wa.me/79166510888,https://yandex.ru/maps/org/1081048374/,TG+WA +2 | rating 4.3 +3 | site +1 | revs 71 +2
8,АТЦ Московский,4.5,146,0,0,0,0,"Юбилейная ул., 25, Московский район, Рязань",+7 (980) 562-53-05,https://avtocentr62.ru/,https://t.me/+79105727339,https://wa.me/79105727339?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/3085494135/,TG+WA +2 | rating 4.5 +3 | site +1 | revs 146 +2
8,Все свои 62,5,292,22,1,0,0,"Голенчинское ш., 21А, Рязань",+7 (961) 130-69-49; +7 (4912) 99-69-49; +7 (980) 564-25-61,https://vsesvoy62.ru/,https://t.me/+79805642561,https://wa.me/79805642561,https://yandex.ru/maps/org/87190321981/,TG+WA +2 | site +1 | revs 292 +2 | comm/wait 1x +2 | price/noinfo 1x +1
8,Мир Грузовиков М4,4.699999809265137,90,0,0,0,0,"ул. Ленина, 1Б, д. Барабаново",+7 (925) 161-65-55; +7 (906) 778-70-19,https://mir-gruzovikov-m4.ru/,https://t.me/mirgryzovikov,https://wa.me/79067787019?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/2696871586/,TG+WA +2 | rating 4.7 +3 | site +1 | revs 90 +2
8,AutoTransMatic,4.699999809265137,113,0,0,0,0,"ул. Крупской, 25, корп. 1, Московский район, Рязань",+7 (961) 130-91-11; +7 (4912) 99-91-11,https://atm-ryazan.ru/,https://t.me/AutoTransMatic,https://wa.me/79611309111,https://yandex.ru/maps/org/101522718337/,TG+WA +2 | rating 4.7 +3 | site +1 | revs 113 +2
8,Хонда-сервис,5,247,28,0,1,0,"Санкт-Петербург, Софийская ул., 8, корп. 1, стр. 1",+7 (812) 642-60-60; +7 (812) 715-97-56,http://www.хонда-акура.рф/?yclid=5286202610552406015&utm_content=17088205778&utm_source=geoadv_maps,https://t.me/+H-O5iYw_R8urgehK,https://wa.me/79643426060?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%E2%84%96B50857923+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1459326111/,TG+WA +2 | site +1 | revs 247 +2 | comm/wait 1x +2 | price/noinfo 1x +1
8,Адмирал,5,208,12,1,0,0,"Морская наб., 37, корп. 3",+7 (921) 951-01-85,,https://t.me/+79219510185,https://wa.me/79219510185?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/229656963861/,TG+WA +2 | revs 208 +2 | comm/wait 1x +2 | price/noinfo 2x +2
8,Тойота Сервис Лиговский,5,388,15,1,1,0,"Ново-Рыбинская ул., 19-21А",+7 (812) 454-54-61 (СЕРВИС),https://toyota-piter.ru/,https://t.me/+79217693301,,https://yandex.ru/maps/org/1096265207/,site +1 | revs 388 +2 | comm/wait 2x +4 | price/noinfo 1x +1
8,Persona,4.800000190734863,223,17,0,0,0,"Курская ул., 28/32",+7 (911) 926-92-28; +7 (812) 926-92-28,http://personaspb.com/,https://t.me/sto_persona,https://wa.me/79119269228?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1373883727/,TG+WA +2 | site +1 | revs 223 +2 | price/noinfo 3x +3
8,Цехспб,4.800000190734863,112,8,0,3,0,"Санкт-Петербург, Гутуевский остров",+7 (921) 953-33-81; +7 (812) 953-33-81; +7 (812) 241-14-37 (автосервис),,,https://wa.me/79219533381?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/97163422166/,revs 112 +2 | comm/wait 3x +6
8,Мультисервис Масленка,4.800000190734863,353,28,0,0,0,"Дальневосточный просп., 13",+7 (812) 720-22-04; +7 (812) 214-43-38,https://avtoservis-v-spb.ru/,,https://wa.me/+79819824028?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/53269604267/,site +1 | revs 353 +2 | price/noinfo 5x +5
8,Вольво Гермес,4.800000190734863,225,15,0,2,0,"Тамбовская ул., 80И",+7 (812) 219-32-68,https://remontvolvo-spb.ru/,https://t.me/eurogermes,,https://yandex.ru/maps/org/1768441339/,site +1 | revs 225 +2 | comm/wait 2x +4 | price/noinfo 1x +1
8,Vag-service. SPb,4.599999904632568,163,24,0,0,0,"наб. Обводного канала, 150Р",+7 (921) 945-47-83; +7 (921) 918-80-51,http://vag-service.spb.ru/,http://t.me/vag_service_spb,https://wa.me/79219188051,https://yandex.ru/maps/org/163838994163/,TG+WA +2 | rating 4.6 +3 | site +1 | revs 163 +2
8,M50,4.800000190734863,174,6,1,1,0,"Миргородская ул., 30",+7 (812) 611-23-11,,https://t.me/+79219420656,https://wa.me/79219420656?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/19438966255/,TG+WA +2 | revs 174 +2 | comm/wait 2x +4
8,Che Service,4.900000095367432,129,13,0,1,0,"ул. Салова, 57, корп. 1, лит.О",+7 (921) 964-70-55 (Основной); +7 (960) 271-30-13 (эвакуатор. теплый. чистый); +7 (812) 953-31-42 (эвакуатор. теплый. чистый); +7 (812) 964-70-55 (дополнительный),http://cheservice.ru/,http://t.me/cheservice,https://wa.me/79219647055?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1251782767/,TG+WA +2 | site +1 | revs 129 +2 | comm/wait 1x +2 | price/noinfo 1x +1
8,АвтоЭстетика,5,349,16,1,0,0,"наб. Обводного канала, 90Ж",+7 (982) 098-28-64; +7 (812) 366-33-33 (Администратор),https://autoestetika.ru/,https://t.me/autoestetika_ru,https://wa.me/+79219464707?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1126289648/,TG+WA +2 | site +1 | revs 349 +2 | comm/wait 1x +2 | price/noinfo 1x +1
8,Альянс24,4.900000095367432,77,8,0,2,0,"просп. Маршала Жукова, 23Г",+7 (921) 902-13-38 (Позвонить); +7 (960) 252-21-73 (Звонить с 9.00-20.00),,https://t.me/+OVthYOo8DD9kN2Ey,https://wa.me/79602522173?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/235630125288/,TG+WA +2 | revs 77 +2 | comm/wait 2x +4
8,Северная Звезда,4.699999809265137,64,3,0,0,0,"Школьная ул., 75, корп. 3",+7 (812) 995-77-97,https://sto-severnaya-zvezda.ru/,https://t.me/stosevernayazvezda,https://wa.me/79219957797?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/97795075873/,TG+WA +2 | rating 4.7 +3 | site +1 | revs 64 +2
8,Asg Auto,4.400000095367432,87,11,0,0,0,"Смоляная ул., 21, Санкт-Петербург",+7 (812) 993-58-66,https://www.asgauto.ru/,https://t.me/+79219935866,https://wa.me/79219935866?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/182161281430/,TG+WA +2 | rating 4.4 +3 | site +1 | revs 87 +2
8,Макси сервис,4.599999904632568,53,9,1,0,0,"Удельный просп., 28",+7 (921) 919-34-17; +7 (921) 786-36-36,https://autoudel.ru/,,https://wa.me/79219193417?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1355968191/,rating 4.6 +3 | site +1 | revs 53 +2 | comm/wait 1x +2
8,Автограф,4.400000095367432,259,39,0,0,0,"ул. Салова, 52Е",+7 (812) 426-13-83; +7 (812) 426-18-01 (Мастер Малярно-кузовного цеха),http://www.dmsto.ru/,https://t.me/avto_graph_service,,https://yandex.ru/maps/org/1163658178/,rating 4.4 +3 | site +1 | revs 259 +2 | price/noinfo 2x +2
8,Тесла Вольт Сервис,4.699999809265137,44,3,0,1,0,"Школьная ул., 75, корп. 3",+7 (968) 194-49-88; +7 (964) 365-57-37,https://voltservicespb.ru/,https://t.me/teslavoltservice,https://wa.me/79117002299?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/119227429184/,TG+WA +2 | rating 4.7 +3 | site +1 | comm/wait 1x +2
8,Эксклюзив,4.699999809265137,191,0,0,0,0,"ул. Ватутина, 17И",+7 (812) 976-37-37; +7 (901) 976-37-37; +7 (812) 986-94-94; +7 (962) 686-94-94,https://kuzovnoi-remont.com/,https://t.me/exclusiveremont,https://wa.me/79019763737?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/31104530672/,TG+WA +2 | rating 4.7 +3 | site +1 | revs 191 +2
8,ПитерАКПП,4.699999809265137,223,0,0,0,0,"Краснопутиловская ул., 65",+7 (812) 962-42-00,http://www.piterakpp.com/,https://t.me/Ramil_ilk,https://wa.me/79219572826?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1065354825/,TG+WA +2 | rating 4.7 +3 | site +1 | revs 223 +2
8,Drive Service,4.699999809265137,106,0,0,0,0,"Екатерининский просп., 5А",+7 (812) 909-93-88; +7 (921) 909-93-88,https://remont-akpp-ds.ru/,https://t.me/79219099388,https://wa.me/79219099388?text=%D0%9E%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5+%D0%B8%D0%B7+%D0%AF%D0%BD%D0%B4%D0%B5%D0%BA%D1%81+%D0%9A%D0%B0%D1%80%D1%82%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!+%D0%9C%D0%B5%D0%BD%D1%8F+%D0%B7%D0%B0%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%B5%D1%81%D0%BE%D0%B2%D0%B0%D0%BB%D0%BE+%D0%B2%D0%B0%D1%88%D0%B5+%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,https://yandex.ru/maps/org/1294575367/,TG+WA +2 | rating 4.7 +3 | site +1 | revs 106 +2
